bottle_name,sales_status,price_usd,sales_date
Weller 12 Year Old 70cl,Winning Bid:,143,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,145,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,143,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,156,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,150,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,163,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,156,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,146,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,150,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,157,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,185,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,155,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,143,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,143,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,150,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,153,2022-09-05 00:00:00
Weller 12 Year Old 70cl,Winning Bid:,139,2022-08-08 00:00:00
